,areaName,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude
234,East of England,2020-11-21,82.0,13587,904.0,73,805.0,26.0,79795.0,4807.0,6235410,151336,52.24,0.41
235,East of England,2020-11-22,77.0,13718,902.0,131,813.0,25.0,80608.0,4832.0,6235410,151336,52.24,0.41
236,East of England,2020-11-23,88.0,13814,956.0,96,1257.0,24.0,81865.0,4856.0,6235410,151336,52.24,0.41
237,East of England,2020-11-24,83.0,13917,977.0,103,1051.0,23.0,82916.0,4879.0,6235410,151336,52.24,0.41
238,East of England,2020-11-25,79.0,14016,957.0,99,1218.0,31.0,84134.0,4910.0,6235410,151336,52.24,0.41
239,East of England,2020-11-26,86.0,14101,969.0,85,1041.0,19.0,85175.0,4929.0,6235410,151336,52.24,0.41
240,East of England,2020-11-27,82.0,14165,969.0,64,1144.0,24.0,86319.0,4953.0,6235410,151336,52.24,0.41
241,East of England,2020-11-28,86.0,14252,961.0,87,815.0,30.0,87134.0,4983.0,6235410,151336,52.24,0.41
242,East of England,2020-11-29,91.0,14339,948.0,87,776.0,18.0,87910.0,5001.0,6235410,151336,52.24,0.41
243,East of England,2020-11-30,86.0,14469,991.0,130,1535.0,27.0,89445.0,5028.0,6235410,151336,52.24,0.41
244,East of England,2020-12-01,86.0,14591,997.0,122,1303.0,32.0,90748.0,5060.0,6235410,151336,52.24,0.41
245,East of England,2020-12-02,81.0,14700,1014.0,109,1459.0,22.0,92207.0,5082.0,6235410,151336,52.24,0.41
246,East of England,2020-12-03,81.0,14824,1035.0,124,1353.0,26.0,93560.0,5108.0,6235410,151336,52.24,0.41
247,East of England,2020-12-04,83.0,14930,1072.0,106,1399.0,28.0,94959.0,5136.0,6235410,151336,52.24,0.41
248,East of England,2020-12-05,87.0,15045,1064.0,115,1211.0,30.0,96170.0,5166.0,6235410,151336,52.24,0.41
249,East of England,2020-12-06,84.0,15159,1108.0,114,1318.0,28.0,97488.0,5194.0,6235410,151336,52.24,0.41
250,East of England,2020-12-07,88.0,15326,1149.0,167,2223.0,28.0,99711.0,5222.0,6235410,151336,52.24,0.41
251,East of England,2020-12-08,86.0,15537,1155.0,211,2115.0,29.0,101826.0,5251.0,6235410,151336,52.24,0.41
252,East of England,2020-12-09,89.0,15700,1194.0,163,2283.0,36.0,104109.0,5287.0,6235410,151336,52.24,0.41
253,East of England,2020-12-10,94.0,15836,1301.0,136,2343.0,39.0,106452.0,5326.0,6235410,151336,52.24,0.41
254,East of England,2020-12-11,95.0,15970,1327.0,134,2722.0,52.0,109174.0,5378.0,6235410,151336,52.24,0.41
255,East of England,2020-12-12,93.0,16153,1407.0,183,2264.0,32.0,111438.0,5410.0,6235410,151336,52.24,0.41
256,East of England,2020-12-13,99.0,16312,1432.0,159,2791.0,36.0,114229.0,5446.0,6235410,151336,52.24,0.41
257,East of England,2020-12-14,103.0,16586,1506.0,274,4492.0,39.0,118721.0,5485.0,6235410,151336,52.24,0.41
258,East of England,2020-12-15,103.0,16784,1502.0,198,4407.0,42.0,123128.0,5527.0,6235410,151336,52.24,0.41
259,East of England,2020-12-16,108.0,17019,1734.0,235,4780.0,41.0,127908.0,5568.0,6235410,151336,52.24,0.41
260,East of England,2020-12-17,113.0,17264,1770.0,245,4688.0,45.0,132596.0,5613.0,6235410,151336,52.24,0.41
261,East of England,2020-12-18,116.0,17456,1802.0,192,5206.0,57.0,137802.0,5670.0,6235410,151336,52.24,0.41
262,East of England,2020-12-19,124.0,17689,1943.0,233,3453.0,64.0,141255.0,5734.0,6235410,151336,52.24,0.41
263,East of England,2020-12-20,121.0,17958,1954.0,269,4683.0,61.0,145938.0,5795.0,6235410,151336,52.24,0.41
264,East of England,2020-12-21,120.0,18217,2163.0,259,6813.0,71.0,152751.0,5866.0,6235410,151336,52.24,0.41
265,East of England,2020-12-22,127.0,18525,2205.0,308,6464.0,56.0,159215.0,5922.0,6235410,151336,52.24,0.41
266,East of England,2020-12-23,120.0,18789,2085.0,264,5975.0,72.0,165190.0,5994.0,6235410,151336,52.24,0.41
267,East of England,2020-12-24,127.0,19032,2186.0,243,4403.0,75.0,169593.0,6069.0,6235410,151336,52.24,0.41
268,East of England,2020-12-25,130.0,19274,2162.0,242,1769.0,81.0,171362.0,6150.0,6235410,151336,52.24,0.41
269,East of England,2020-12-26,130.0,19528,2269.0,254,5846.0,83.0,177208.0,6233.0,6235410,151336,52.24,0.41
270,East of England,2020-12-27,146.0,19910,2375.0,382,6664.0,70.0,183872.0,6303.0,6235410,151336,52.24,0.41
271,East of England,2020-12-28,156.0,20303,2524.0,393,6066.0,90.0,189938.0,6393.0,6235410,151336,52.24,0.41
272,East of England,2020-12-29,175.0,20676,2922.0,373,11306.0,84.0,201244.0,6477.0,6235410,151336,52.24,0.41
273,East of England,2020-12-30,197.0,21008,3111.0,332,8896.0,96.0,210140.0,6573.0,6235410,151336,52.24,0.41
274,East of England,2020-12-31,187.0,21348,2788.0,340,6603.0,102.0,216743.0,6675.0,6235410,151336,52.24,0.41
275,East of England,2021-01-01,199.0,21734,2910.0,386,4114.0,107.0,220857.0,6782.0,6235410,151336,52.24,0.41
276,East of England,2021-01-02,208.0,22187,3236.0,453,7402.0,94.0,228259.0,6876.0,6235410,151336,52.24,0.41
277,East of England,2021-01-03,221.0,22625,3395.0,438,6618.0,112.0,234877.0,6988.0,6235410,151336,52.24,0.41
278,East of England,2021-01-04,261.0,23104,3623.0,479,9547.0,125.0,244424.0,7113.0,6235410,151336,52.24,0.41
279,East of England,2021-01-05,241.0,23604,3520.0,500,7372.0,141.0,251796.0,7254.0,6235410,151336,52.24,0.41
280,East of England,2021-01-06,291.0,24127,3802.0,523,6396.0,118.0,258192.0,7372.0,6235410,151336,52.24,0.41
281,East of England,2021-01-07,313.0,24651,3887.0,524,5924.0,151.0,264116.0,7523.0,6235410,151336,52.24,0.41
282,East of England,2021-01-08,309.0,25076,4013.0,425,5332.0,131.0,269448.0,7654.0,6235410,151336,52.24,0.41
283,East of England,2021-01-09,333.0,25538,4012.0,462,4147.0,170.0,273595.0,7824.0,6235410,151336,52.24,0.41
284,East of England,2021-01-10,347.0,26011,4112.0,473,3816.0,186.0,277411.0,8010.0,6235410,151336,52.24,0.41
285,East of England,2021-01-11,364.0,26473,4219.0,462,6267.0,156.0,283678.0,8166.0,6235410,151336,52.24,0.41
286,East of England,2021-01-12,370.0,26991,4260.0,518,5329.0,186.0,289007.0,8352.0,6235410,151336,52.24,0.41
287,East of England,2021-01-13,369.0,27447,4306.0,456,5023.0,179.0,294030.0,8531.0,6235410,151336,52.24,0.41
288,East of England,2021-01-14,374.0,27889,4303.0,442,4711.0,166.0,298741.0,8697.0,6235410,151336,52.24,0.41
289,East of England,2021-01-15,381.0,28249,4266.0,360,4566.0,185.0,303307.0,8882.0,6235410,151336,52.24,0.41
290,East of England,2021-01-16,372.0,28667,4121.0,418,3065.0,189.0,306372.0,9071.0,6235410,151336,52.24,0.41
291,East of England,2021-01-17,371.0,29069,4177.0,402,3092.0,203.0,309464.0,9274.0,6235410,151336,52.24,0.41
292,East of England,2021-01-18,357.0,29530,4244.0,461,4754.0,177.0,314218.0,9451.0,6235410,151336,52.24,0.41
293,East of England,2021-01-19,355.0,29934,3996.0,404,4104.0,181.0,318322.0,9632.0,6235410,151336,52.24,0.41
294,East of England,2021-01-20,334.0,30380,4068.0,446,3754.0,196.0,322076.0,9828.0,6235410,151336,52.24,0.41
295,East of England,2021-01-21,354.0,30772,4078.0,392,3397.0,195.0,325473.0,10023.0,6235410,151336,52.24,0.41
296,East of England,2021-01-22,368.0,31179,4055.0,407,3184.0,181.0,328657.0,10204.0,6235410,151336,52.24,0.41
297,East of England,2021-01-23,365.0,31538,3921.0,359,2332.0,152.0,330989.0,10356.0,6235410,151336,52.24,0.41
298,East of England,2021-01-24,378.0,31866,4009.0,328,1827.0,172.0,332816.0,10528.0,6235410,151336,52.24,0.41
299,East of England,2021-01-25,378.0,32212,4044.0,346,3253.0,156.0,336069.0,10684.0,6235410,151336,52.24,0.41
300,East of England,2021-01-26,372.0,32550,3924.0,338,2936.0,126.0,339005.0,10810.0,6235410,151336,52.24,0.41
301,East of England,2021-01-27,373.0,32885,3811.0,335,2594.0,150.0,341599.0,10960.0,6235410,151336,52.24,0.41
302,East of England,2021-01-28,352.0,33229,3689.0,344,2496.0,158.0,344095.0,11118.0,6235410,151336,52.24,0.41
303,East of England,2021-01-29,351.0,33519,3542.0,290,2193.0,135.0,346288.0,11253.0,6235410,151336,52.24,0.41
304,East of England,2021-01-30,322.0,33789,3297.0,270,1649.0,125.0,347937.0,11378.0,6235410,151336,52.24,0.41
305,East of England,2021-01-31,346.0,34057,3393.0,268,1544.0,115.0,349481.0,11493.0,6235410,151336,52.24,0.41
306,East of England,2021-02-01,329.0,34304,3385.0,247,2211.0,103.0,351692.0,11596.0,6235410,151336,52.24,0.41
307,East of England,2021-02-02,292.0,34562,3060.0,258,2019.0,103.0,353711.0,11699.0,6235410,151336,52.24,0.41
308,East of England,2021-02-03,292.0,34804,3101.0,242,1860.0,109.0,355571.0,11808.0,6235410,151336,52.24,0.41
309,East of England,2021-02-04,290.0,35033,3052.0,229,1662.0,101.0,357233.0,11909.0,6235410,151336,52.24,0.41
310,East of England,2021-02-05,276.0,35245,2909.0,212,1508.0,98.0,358741.0,12007.0,6235410,151336,52.24,0.41
311,East of England,2021-02-06,251.0,35458,2711.0,213,1091.0,97.0,359832.0,12104.0,6235410,151336,52.24,0.41
312,East of England,2021-02-07,248.0,35675,2753.0,217,972.0,79.0,360804.0,12183.0,6235410,151336,52.24,0.41
313,East of England,2021-02-08,239.0,35861,2714.0,186,1269.0,91.0,362073.0,12274.0,6235410,151336,52.24,0.41
314,East of England,2021-02-09,228.0,36029,2591.0,168,1193.0,76.0,363266.0,12350.0,6235410,151336,52.24,0.41
315,East of England,2021-02-10,245.0,36208,2437.0,179,1284.0,67.0,364550.0,12417.0,6235410,151336,52.24,0.41
316,East of England,2021-02-11,221.0,36381,2262.0,173,1097.0,73.0,365647.0,12490.0,6235410,151336,52.24,0.41
317,East of England,2021-02-12,213.0,36523,2140.0,142,1021.0,59.0,366668.0,12549.0,6235410,151336,52.24,0.41
318,East of England,2021-02-13,205.0,36665,2014.0,142,778.0,46.0,367446.0,12595.0,6235410,151336,52.24,0.41
319,East of England,2021-02-14,203.0,36813,1958.0,148,697.0,55.0,368143.0,12650.0,6235410,151336,52.24,0.41
320,East of England,2021-02-15,210.0,36956,1959.0,143,1178.0,65.0,369321.0,12715.0,6235410,151336,52.24,0.41
321,East of England,2021-02-16,206.0,37085,1886.0,129,1027.0,63.0,370348.0,12778.0,6235410,151336,52.24,0.41
322,East of England,2021-02-17,198.0,37216,1780.0,131,904.0,49.0,371252.0,12827.0,6235410,151336,52.24,0.41
323,East of England,2021-02-18,190.0,37361,1679.0,145,943.0,38.0,372195.0,12865.0,6235410,151336,52.24,0.41
324,East of England,2021-02-19,183.0,37458,1536.0,97,759.0,44.0,372954.0,12909.0,6235410,151336,52.24,0.41
325,East of England,2021-02-20,176.0,37556,1530.0,98,677.0,37.0,373631.0,12946.0,6235410,151336,52.24,0.41
326,East of England,2021-02-21,169.0,37688,1504.0,132,604.0,25.0,374235.0,12971.0,6235410,151336,52.24,0.41
327,East of England,2021-02-22,164.0,37790,1521.0,102,885.0,27.0,375120.0,12998.0,6235410,151336,52.24,0.41
328,East of England,2021-02-23,156.0,37887,1474.0,97,887.0,32.0,376007.0,13030.0,6235410,151336,52.24,0.41
329,East of England,2021-02-24,148.0,37991,1418.0,104,637.0,25.0,376644.0,13055.0,6235410,151336,52.24,0.41
330,East of England,2021-02-25,149.0,38059,1344.0,68,604.0,29.0,377248.0,13084.0,6235410,151336,52.24,0.41
331,East of England,2021-02-26,149.0,38140,1239.0,81,530.0,23.0,377778.0,13107.0,6235410,151336,52.24,0.41
332,East of England,2021-02-27,147.0,38198,1163.0,58,347.0,30.0,378125.0,13137.0,6235410,151336,52.24,0.41
333,East of England,2021-02-28,141.0,38266,1113.0,68,360.0,20.0,378485.0,13157.0,6235410,151336,52.24,0.41
334,East of England,2021-03-01,136.0,38343,1100.0,77,536.0,17.0,379021.0,13174.0,6235410,151336,52.24,0.41
335,East of England,2021-03-02,134.0,38443,1032.0,100,560.0,23.0,379581.0,13197.0,6235410,151336,52.24,0.41
336,East of England,2021-03-03,128.0,38490,964.0,47,475.0,11.0,380056.0,13208.0,6235410,151336,52.24,0.41
337,East of England,2021-03-04,129.0,38547,927.0,57,450.0,15.0,380506.0,13223.0,6235410,151336,52.24,0.41
338,East of England,2021-03-05,131.0,38591,864.0,44,402.0,14.0,380908.0,13237.0,6235410,151336,52.24,0.41
339,East of England,2021-03-06,123.0,38658,786.0,67,287.0,16.0,381195.0,13253.0,6235410,151336,52.24,0.41
340,East of England,2021-03-07,107.0,38702,756.0,44,298.0,20.0,381493.0,13273.0,6235410,151336,52.24,0.41
341,East of England,2021-03-08,108.0,38754,781.0,52,505.0,12.0,381998.0,13285.0,6235410,151336,52.24,0.41
342,East of England,2021-03-09,107.0,38800,709.0,46,416.0,9.0,382414.0,13294.0,6235410,151336,52.24,0.41
343,East of England,2021-03-10,108.0,38838,669.0,38,422.0,10.0,382836.0,13304.0,6235410,151336,52.24,0.41
344,East of England,2021-03-11,102.0,38895,607.0,57,419.0,12.0,383255.0,13316.0,6235410,151336,52.24,0.41
345,East of England,2021-03-12,93.0,38942,588.0,47,399.0,3.0,383654.0,13319.0,6235410,151336,52.24,0.41
346,East of England,2021-03-13,94.0,38970,575.0,28,311.0,10.0,383965.0,13329.0,6235410,151336,52.24,0.41
347,East of England,2021-03-14,91.0,39010,562.0,40,322.0,8.0,384287.0,13337.0,6235410,151336,52.24,0.41
348,East of England,2021-03-15,90.0,39053,566.0,43,482.0,7.0,384769.0,13344.0,6235410,151336,52.24,0.41
349,East of England,2021-03-16,84.0,39087,532.0,34,378.0,12.0,385147.0,13356.0,6235410,151336,52.24,0.41
350,East of England,2021-03-17,83.0,39129,497.0,42,467.0,6.0,385614.0,13362.0,6235410,151336,52.24,0.41
351,East of England,2021-03-18,81.0,39162,466.0,33,378.0,4.0,385992.0,13366.0,6235410,151336,52.24,0.41
352,East of England,2021-03-19,74.0,39182,449.0,20,373.0,5.0,386365.0,13371.0,6235410,151336,52.24,0.41
353,East of England,2021-03-20,75.0,39213,421.0,31,259.0,4.0,386624.0,13375.0,6235410,151336,52.24,0.41
354,East of England,2021-03-21,73.0,39237,408.0,24,450.0,9.0,387074.0,13384.0,6235410,151336,52.24,0.41
355,East of England,2021-03-22,72.0,39267,414.0,30,470.0,5.0,387544.0,13389.0,6235410,151336,52.24,0.41
356,East of England,2021-03-23,71.0,39294,382.0,27,329.0,4.0,387873.0,13393.0,6235410,151336,52.24,0.41
357,East of England,2021-03-24,66.0,39318,362.0,24,487.0,3.0,388360.0,13396.0,6235410,151336,52.24,0.41
358,East of England,2021-03-25,58.0,39345,345.0,27,399.0,6.0,388759.0,13402.0,6235410,151336,52.24,0.41
359,East of England,2021-03-26,54.0,39365,306.0,20,311.0,1.0,389070.0,13403.0,6235410,151336,52.24,0.41
360,East of England,2021-03-27,49.0,39382,290.0,17,259.0,2.0,389329.0,13405.0,6235410,151336,52.24,0.41
361,East of England,2021-03-28,51.0,39403,279.0,21,354.0,6.0,389683.0,13411.0,6235410,151336,52.24,0.41
362,East of England,2021-03-29,51.0,39423,279.0,20,257.0,2.0,389940.0,13413.0,6235410,151336,52.24,0.41
363,East of England,2021-03-30,46.0,39433,260.0,10,224.0,6.0,390164.0,13419.0,6235410,151336,52.24,0.41
364,East of England,2021-03-31,46.0,39448,237.0,15,275.0,3.0,390439.0,13422.0,6235410,151336,52.24,0.41
365,East of England,2021-04-01,42.0,39462,212.0,14,293.0,1.0,390732.0,13423.0,6235410,151336,52.24,0.41
366,East of England,2021-04-02,35.0,39481,196.0,19,210.0,1.0,390942.0,13424.0,6235410,151336,52.24,0.41
367,East of England,2021-04-03,34.0,39497,190.0,16,176.0,3.0,391118.0,13427.0,6235410,151336,52.24,0.41
368,East of England,2021-04-04,31.0,39508,203.0,11,161.0,3.0,391279.0,13430.0,6235410,151336,52.24,0.41
369,East of England,2021-04-05,32.0,39529,200.0,21,172.0,0.0,391451.0,13430.0,6235410,151336,52.24,0.41
370,East of England,2021-04-06,33.0,39552,198.0,23,246.0,0.0,391697.0,13430.0,6235410,151336,52.24,0.41
371,East of England,2021-04-07,28.0,39569,200.0,17,220.0,2.0,391917.0,13432.0,6235410,151336,52.24,0.41
372,East of England,2021-04-08,30.0,39590,189.0,21,232.0,2.0,392149.0,13434.0,6235410,151336,52.24,0.41
373,East of England,2021-04-09,24.0,39612,194.0,22,230.0,1.0,392379.0,13435.0,6235410,151336,52.24,0.41
374,East of England,2021-04-10,22.0,39622,182.0,10,181.0,3.0,392560.0,13438.0,6235410,151336,52.24,0.41
375,East of England,2021-04-11,23.0,39640,178.0,18,205.0,0.0,392765.0,13438.0,6235410,151336,52.24,0.41
376,East of England,2021-04-12,25.0,39660,189.0,20,244.0,1.0,393009.0,13439.0,6235410,151336,52.24,0.41
377,East of England,2021-04-13,22.0,39687,183.0,27,153.0,2.0,393162.0,13441.0,6235410,151336,52.24,0.41
378,East of England,2021-04-14,20.0,39702,181.0,15,206.0,1.0,393368.0,13442.0,6235410,151336,52.24,0.41
379,East of England,2021-04-15,17.0,39722,168.0,20,170.0,2.0,393538.0,13444.0,6235410,151336,52.24,0.41
380,East of England,2021-04-16,18.0,39745,182.0,23,170.0,3.0,393708.0,13447.0,6235410,151336,52.24,0.41
381,East of England,2021-04-17,15.0,39769,171.0,24,123.0,3.0,393831.0,13450.0,6235410,151336,52.24,0.41
382,East of England,2021-04-18,15.0,39784,167.0,15,211.0,1.0,394042.0,13451.0,6235410,151336,52.24,0.41
383,East of England,2021-04-19,16.0,39799,176.0,15,199.0,0.0,394241.0,13451.0,6235410,151336,52.24,0.41
384,East of England,2021-04-20,15.0,39809,181.0,10,194.0,2.0,394435.0,13453.0,6235410,151336,52.24,0.41
385,East of England,2021-04-21,15.0,39833,178.0,24,207.0,1.0,394642.0,13454.0,6235410,151336,52.24,0.41
386,East of England,2021-04-22,16.0,39840,170.0,7,213.0,0.0,394855.0,13454.0,6235410,151336,52.24,0.41
387,East of England,2021-04-23,13.0,39854,162.0,14,172.0,2.0,395027.0,13456.0,6235410,151336,52.24,0.41
388,East of England,2021-04-24,13.0,39872,138.0,18,128.0,1.0,395155.0,13457.0,6235410,151336,52.24,0.41
389,East of England,2021-04-25,14.0,39889,141.0,17,201.0,4.0,395356.0,13461.0,6235410,151336,52.24,0.41
390,East of England,2021-04-26,14.0,39903,143.0,14,219.0,1.0,395575.0,13462.0,6235410,151336,52.24,0.41
391,East of England,2021-04-27,14.0,39921,140.0,18,156.0,5.0,395731.0,13467.0,6235410,151336,52.24,0.41
392,East of England,2021-04-28,15.0,39930,128.0,9,159.0,2.0,395890.0,13469.0,6235410,151336,52.24,0.41
393,East of England,2021-04-29,14.0,39937,127.0,7,186.0,1.0,396076.0,13470.0,6235410,151336,52.24,0.41
394,East of England,2021-04-30,10.0,39947,121.0,10,128.0,1.0,396204.0,13471.0,6235410,151336,52.24,0.41
395,East of England,2021-05-01,11.0,39954,101.0,7,116.0,0.0,396320.0,13471.0,6235410,151336,52.24,0.41
396,East of England,2021-05-02,12.0,39964,97.0,10,141.0,0.0,396461.0,13471.0,6235410,151336,52.24,0.41
397,East of England,2021-05-03,9.0,39971,89.0,7,163.0,0.0,396624.0,13471.0,6235410,151336,52.24,0.41
398,East of England,2021-05-04,8.0,39982,92.0,11,216.0,2.0,396840.0,13473.0,6235410,151336,52.24,0.41
399,East of England,2021-05-05,7.0,39990,90.0,8,184.0,1.0,397024.0,13474.0,6235410,151336,52.24,0.41
400,East of England,2021-05-06,6.0,39998,83.0,8,162.0,4.0,397186.0,13478.0,6235410,151336,52.24,0.41
401,East of England,2021-05-07,6.0,40004,70.0,6,130.0,0.0,397316.0,13478.0,6235410,151336,52.24,0.41
402,East of England,2021-05-08,4.0,40013,71.0,9,109.0,1.0,397425.0,13479.0,6235410,151336,52.24,0.41
403,East of England,2021-05-09,3.0,40022,69.0,9,212.0,1.0,397637.0,13480.0,6235410,151336,52.24,0.41
404,East of England,2021-05-10,4.0,40028,72.0,6,218.0,0.0,397855.0,13480.0,6235410,151336,52.24,0.41
405,East of England,2021-05-11,3.0,40038,67.0,10,163.0,2.0,398018.0,13482.0,6235410,151336,52.24,0.41
406,East of England,2021-05-12,4.0,40050,66.0,12,184.0,0.0,398202.0,13482.0,6235410,151336,52.24,0.41
407,East of England,2021-05-13,4.0,40055,63.0,5,173.0,1.0,398375.0,13483.0,6235410,151336,52.24,0.41
408,East of England,2021-05-14,4.0,40063,60.0,8,124.0,0.0,398499.0,13483.0,6235410,151336,52.24,0.41
409,East of England,2021-05-15,5.0,40073,59.0,10,92.0,1.0,398591.0,13484.0,6235410,151336,52.24,0.41
410,East of England,2021-05-16,4.0,40075,59.0,2,138.0,1.0,398729.0,13485.0,6235410,151336,52.24,0.41
411,East of England,2021-05-17,4.0,40079,56.0,4,217.0,1.0,398946.0,13486.0,6235410,151336,52.24,0.41
412,East of England,2021-05-18,4.0,40084,47.0,5,185.0,1.0,399131.0,13487.0,6235410,151336,52.24,0.41
413,East of England,2021-05-19,3.0,40094,43.0,10,215.0,0.0,399346.0,13487.0,6235410,151336,52.24,0.41
414,East of England,2021-05-20,3.0,40098,44.0,4,172.0,0.0,399518.0,13487.0,6235410,151336,52.24,0.41
415,East of England,2021-05-21,3.0,40102,40.0,4,151.0,1.0,399669.0,13488.0,6235410,151336,52.24,0.41
416,East of England,2021-05-22,4.0,40106,39.0,4,140.0,0.0,399809.0,13488.0,6235410,151336,52.24,0.41
417,East of England,2021-05-23,5.0,40108,40.0,2,161.0,0.0,399970.0,13488.0,6235410,151336,52.24,0.41
418,East of England,2021-05-24,5.0,40115,43.0,7,192.0,0.0,400162.0,13488.0,6235410,151336,52.24,0.41
419,East of England,2021-05-25,5.0,40124,39.0,9,209.0,0.0,400371.0,13488.0,6235410,151336,52.24,0.41
420,East of England,2021-05-26,5.0,40129,38.0,5,231.0,2.0,400602.0,13490.0,6235410,151336,52.24,0.41
421,East of England,2021-05-27,5.0,40139,32.0,10,204.0,0.0,400806.0,13490.0,6235410,151336,52.24,0.41
422,East of England,2021-05-28,7.0,40151,37.0,12,205.0,1.0,401011.0,13491.0,6235410,151336,52.24,0.41
423,East of England,2021-05-29,7.0,40159,48.0,8,148.0,1.0,401159.0,13492.0,6235410,151336,52.24,0.41
424,East of England,2021-05-30,7.0,40164,51.0,5,152.0,1.0,401311.0,13493.0,6235410,151336,52.24,0.41
425,East of England,2021-05-31,4.0,40175,51.0,11,178.0,2.0,401489.0,13495.0,6235410,151336,52.24,0.41
426,East of England,2021-06-01,8.0,40182,49.0,7,254.0,0.0,401743.0,13495.0,6235410,151336,52.24,0.41
427,East of England,2021-06-02,8.0,40189,49.0,7,287.0,2.0,402030.0,13497.0,6235410,151336,52.24,0.41
428,East of England,2021-06-03,10.0,40197,49.0,8,286.0,0.0,402316.0,13497.0,6235410,151336,52.24,0.41
429,East of England,2021-06-04,9.0,40209,53.0,12,280.0,0.0,402596.0,13497.0,6235410,151336,52.24,0.41
430,East of England,2021-06-05,9.0,40212,57.0,3,226.0,1.0,402822.0,13498.0,6235410,151336,52.24,0.41
431,East of England,2021-06-06,11.0,40222,63.0,10,284.0,0.0,403106.0,13498.0,6235410,151336,52.24,0.41
432,East of England,2021-06-07,11.0,40231,62.0,9,345.0,1.0,403451.0,13499.0,6235410,151336,52.24,0.41
433,East of England,2021-06-08,10.0,40237,68.0,6,398.0,1.0,403849.0,13500.0,6235410,151336,52.24,0.41
434,East of England,2021-06-09,11.0,40247,57.0,10,333.0,1.0,404182.0,13501.0,6235410,151336,52.24,0.41
